Nombre,Peso,Categoria,Año,BV,Precio,A,C,V,Tech Base,Flamer,MG,Small Laser,Medium Laser,Large Laser,ER Small Laser,ER Medium Laser,ER Large Laser,Small Pulse Laser,Medium Pulse Laser,Large Pulse Laser,Heavy Small Laser,Heavy Medium Laser,Heavy Large Laser,PPC,ER PPC,Snub-Nose PPC,Heavy PPC,LRM 5,LRM 10,LRM 15,LRM 20,SRM 2,SRM 4,SRM 6,Streak SRM 2,Streak SRM 4,Streak SRM 6,MRM 10,MRM 20,MRM 30,MRM 40,ATM 3,ATM 6,ATM 9,ATM 12,AC 2,AC 5,AC 10,AC 20,Ultra AC 2,Ultra AC 5,Ultra AC 10,Ultra AC 20,LB 2-X,LB 5-X,LB 10-X,LB 20-X,RAC 2,RAC 5,Gauss Rifle,Heavy Gauss,Plasma Rifle / Cannon,Radiadores,TB,PB,Piernas,Blindaje,Disipacion,TLP,Calor,Daño,Reactor,PROPIEDAD,Comprado,Unidad
Champion Snord CHP-2SN Salazar Champion Snord,60,Pesado,3070,1520,5926000,5,8,0,Inner Sphere,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,"11,8",188,2,Ferro Fibroso,Double,20,,18,38,Fusion Engine,Compra,NO
Charger CGR-1A1 Charger,80,Asalto,2665,981,7520370,5,8,0,Inner Sphere,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,0",160,2,Estandar,Single,10,,5,15,Fusion Engine,Compra,NO
Charger CGR-1A5 Charger,80,Asalto,3023,1468,7719170,4,6,0,Inner Sphere,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,13,"15,0",240,2,Estandar,Single,13,,19,52,Fusion Engine,Compra,NO
Charger CGR-1A9 Charger,80,Asalto,3034,1397,7973370,4,6,4,Inner Sphere,,,1,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"10,0",160,2,Estandar,Single,22,,19,43,Fusion Engine,Compra,NO
Charger CGR-1L Charger,80,Asalto,3022,980,7662120,5,8,0,Inner Sphere,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Estandar,Single,10,,14,18,Fusion Engine,Compra,NO
Charger CGR-2A2 Charger,80,Asalto,3064,1109,7770120,5,8,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,1",161,2,Ferro Fibroso,Single,10,,3,5,Fusion Engine,Compra,NO
Charger CGR-3K Charger,80,Asalto,3049,1656,21240720,5,8,5,Inner Sphere,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"11,2",179,2,Ferro Fibroso,Double,24,,22,44,XL Engine,Compra,NO
Charger CGR-3Kr Charger,80,Asalto,3078,2121,23295120,5,8,5,Inner Sphere,,,1,1,,1,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"13,2",212,2,Ferro Fibroso,Double,20,,36,41,XL Engine,Compra,NO
Charger CGR-C Charger,80,Asalto,3053,1592,21642720,5,8,5,Inner Sphere,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"11,2",179,2,Ferro Fibroso,Double,24,,18,38,XL Engine,Compra,NO
Charger CGR-KMZ Charger,80,Asalto,3071,1781,20139720,4,6,6,Inner Sphere,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"11,6",186,2,Ferro Fibroso,Double,24,,35,35,XL Engine,Compra,NO
Charger CGR-SA5 Charger,80,Asalto,3063,2105,17662520,4,6,0,Inner Sphere,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,12,"15,4",247,2,Estandar,Double,24,,29,59,Light Fusion Engine,Compra,NO
Charger CGR-SB 'Challenger' Charger,80,Asalto,3025,1604,6298920,3,5,0,Inner Sphere,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"15,4",247,2,Estandar,Single,28,,35,37,Fusion Engine,Compra,NO
Chimera CMA-1S Chimera,40,Medio,3063,1173,6733300,6,9,6,Inner Sphere,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,"7,0",112,2,Estandar,Double,20,,23,35,XL Engine,Compra,NO
Chimera CMA-2K Chimera,40,Medio,3069,1528,9062363,7,11,7,Inner Sphere,,,1,4,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,5",120,2,Estandar,Double,20,,25,36,XL Engine,Compra,NO
Chimera CMA-C Chimera,40,Medio,3063,1182,7075800,6,9,6,Inner Sphere,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,"7,0",112,2,Estandar,Double,20,,23,33,XL Engine,Compra,NO
Cicada CDA-2A Cicada,40,Medio,2740,659,3705216,8,12,0,Inner Sphere,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,7,13,Fusion Engine,Compra,NO
Cicada CDA-2B Cicada,40,Medio,2840,626,3692966,8,12,0,Inner Sphere,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,5",56,2,Estandar,Single,10,,9,12,Fusion Engine,Compra,NO
Cicada CDA-3C Salazar Cicada,40,Medio,2840,885,3318933,7,11,0,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"6,0",96,2,Estandar,Single,11,,10,10,Fusion Engine,Compra,NO
Cicada CDA-3C Cicada,40,Medio,2840,771,3305933,7,11,0,Inner Sphere,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"4,0",64,2,Estandar,Single,11,,10,14,Fusion Engine,Compra,NO
Cicada CDA-3F Cicada,40,Medio,3052,1329,8687466,8,12,8,Inner Sphere,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,21,20,XL Engine,Compra,NO
Cicada CDA-3G Cicada,40,Medio,3056,1270,8841466,8,12,8,Inner Sphere,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,8",125,2,Ferro Fibroso,Double,20,,18,18,XL Engine,Compra,NO
Cicada CDA-3M Cicada,40,Medio,3049,812,7738866,8,12,0,Inner Sphere,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,"4,0",64,2,Estandar,Double,20,,9,18,XL Engine,Compra,NO
Cicada CDA-3MA Cicada,40,Medio,3068,1158,7862866,8,12,0,Inner Sphere,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,5",136,2,Estandar,Double,20,,18,23,XL Engine,Compra,NO
Cicada CDA-3P Cicada,40,Medio,3070,1502,7082133,7,11,0,Inner Sphere,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,0",128,2,Estandar,Double,20,,35,35,XL Engine,Compra,NO
Clint CLNT-1-2R Clint,40,Medio,2607,707,3217880,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Single,10,,6,15,Fusion Engine,Compra,NO
Clint CLNT-2-3T (Denton) Clint,40,Medio,3033,873,3542280,6,9,6,Inner Sphere,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"4,5",72,2,Estandar,Single,14,,14,18,Fusion Engine,Compra,NO
Clint CLNT-2-3T Clint,40,Medio,2608,770,3570580,6,9,6,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Single,10,,7,15,Fusion Engine,Compra,NO
Clint CLNT-2-3U Clint,40,Medio,3050,1081,3951079,6,9,6,Inner Sphere,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Double,20,,23,22,Fusion Engine,Compra,NO
Clint CLNT-2-3UL Clint,40,Medio,3069,1245,3981079,6,9,6,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,"4,5",72,2,Estandar,Double,20,,20,20,Fusion Engine,Compra,NO
Clint CLNT-2-4T Clint,40,Medio,2950,619,3142880,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Single,10,,5,9,Fusion Engine,Compra,NO
Clint CLNT-3-3T Clint,40,Medio,3069,901,3785079,6,9,6,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,7",107,2,Ferro Fibroso,Single,10,,6,10,Fusion Engine,Compra,NO
Clint CLNT-3T Salazar Clint,40,Medio,2608,873,3542280,6,9,6,Inner Sphere,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"4,5",72,2,Estandar,Single,14,,14,18,Fusion Engine,Compra,NO
Clint CLNT-5U Clint,40,Medio,3062,1275,6324080,6,9,6,Inner Sphere,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"8,0",128,2,Estandar,Double,24,,27,23,Light Fusion Engine,Compra,NO
Clint CLNT-6S Clint,40,Medio,3069,1334,6213130,7,11,0,Inner Sphere,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"8,0",128,2,Ferro Fibroso,Double,24,,36,29,Light Fusion Engine,Compra,NO
Clint IIC 2 Clint IIC,40,Medio,3073,1890,8340079,6,9,8,Clan,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,4",134,2,Ferro Fibroso,Double,20,,20,30,XL Engine,Compra,NO
Clint IIC  Clint IIC,40,Medio,2842,1395,6987280,6,9,6,Clan,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,"7,0",112,2,Estandar,Single,10,,12,20,XL Engine,Compra,NO
Cobra CBR-02 Cobra,45,Medio,3060,1128,4089375,5,8,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,2",116,2,Ferro Fibroso,Double,20,,16,40,Fusion Engine,Compra,NO
Cobra CBR-03 Cobra,45,Medio,3075,1324,7018750,5,8,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"7,9",127,2,Ferro Fibroso,Double,20,,20,40,Light Fusion Engine,Compra,NO
Commando COM-1B Commando,25,Ligero,3015,616,1813250,6,9,0,Inner Sphere,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,13,17,Fusion Engine,Compra,NO
Commando COM-1C Commando,25,Ligero,3020,458,1743500,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,4,7,Fusion Engine,Compra,NO
Commando COM-1D Commando,25,Ligero,2480,558,1838250,6,9,0,Inner Sphere,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,0",48,2,Estandar,Single,10,,12,20,Fusion Engine,Compra,NO
Trebuchet TBT-7M-BL Trebuchet,50,Medio,3048,1586,9123500,5,8,5,Inner Sphere,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,5",168,2,Estandar,Double,20,,19,45,XL Engine,Compra,NO
Commando COM-2D Commando,25,Ligero,2486,541,1877750,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,10,25,Fusion Engine,Compra,NO
Commando COM-2Dr Commando,25,Ligero,3075,563,1949500,6,9,0,Inner Sphere,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,5,5,Fusion Engine,Compra,NO
Commando COM-3A-BL Commando,25,Ligero,3025,531,1865750,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"3,0",48,2,Estandar,Single,11,,11,29,Fusion Engine,Compra,NO
Commando COM-3A Commando,25,Ligero,3025,540,1872625,6,9,0,Inner Sphere,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,0",48,2,Estandar,Single,10,,14,31,Fusion Engine,Compra,NO
Commando COM-4H-BL Commando,25,Ligero,3058,739,2098750,6,9,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Double,20,,10,10,Fusion Engine,Compra,NO
Commando COM-4H Commando,25,Ligero,3058,691,1923750,6,9,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,6,10,Fusion Engine,Compra,NO
Commando COM-5S Commando,25,Ligero,3050,557,2179500,6,9,0,Inner Sphere,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,3",53,2,Ferro Fibroso,Single,10,,9,21,Fusion Engine,Compra,NO
Commando COM-7B Commando,25,Ligero,3068,602,2769500,6,9,4,Inner Sphere,2,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Double,20,,17,25,Light Fusion Engine,Compra,NO
Commando COM-7S Commando,25,Ligero,3059,658,2938000,6,9,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,5",56,2,Estandar,Double,20,,17,26,Light Fusion Engine,Compra,NO
Commando COM-8S Commando,25,Ligero,3108,775,6186083,7,11,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Double,20,,14,18,XL Engine,Compra,NO
Commando COM-9S Commando,25,Ligero,3146,719,5646583,7,11,0,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Double,20,,14,18,XL Engine,Compra,NO
Commando IIC  Commando IIC,25,Ligero,2856,978,2359000,6,9,0,Clan,,,,,,,2,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Double,20,,23,46,Fusion Engine,Compra,NO
Conjurer (Hellhound) 2 Conjurer (Hellhound),50,Medio,3062,2097,11603500,7,11,7,Clan,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10,"10,6",169,2,Ferro Fibroso,Double,20,,14,30,XL Engine,Compra,NO
Conjurer (Hellhound) 3 Conjurer (Hellhound),50,Medio,3064,1764,5274000,6,9,6,Clan,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"10,2",163,2,Ferro Fibroso,Double,26,,26,28,Fusion Engine,Compra,NO
Conjurer (Hellhound) 4 Conjurer (Hellhound),50,Medio,3065,2164,10446500,6,9,6,Clan,,2,,,,,,,,1,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,14,"10,2",163,2,Ferro Fibroso,Double,28,,40,74,XL Engine,Compra,NO
Conjurer (Hellhound) 5 Conjurer (Hellhound),50,Medio,3067,1722,5532000,6,9,6,Clan,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,10,"10,2",163,2,Ferro Fibroso,Double,20,,18,34,Fusion Engine,Compra,NO
Conjurer (Hellhound) 7 Conjurer (Hellhound),50,Medio,3150,1845,5314500,6,9,6,Clan,,,,,,,2,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,2",163,2,Ferro Fibroso,Double,20,,24,29,Fusion Engine,Compra,NO
Conjurer (Hellhound) 8 Conjurer (Hellhound),50,Medio,3150,2197,9801500,5,8,5,Mixed,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,10,"10,2",163,2,Ferro Fibroso,Double,20,,13,29,XL Engine,Compra,NO
Conjurer (Hellhound)  Conjurer (Hellhound),50,Medio,2826,1813,5293500,6,9,6,Clan,,,,,,,2,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"10,2",163,2,Ferro Fibroso,Double,20,,24,27,Fusion Engine,Compra,NO
ConstructionMech CON-7 'Carbine' ConstructionMech,30,Ligero,3028,198,1167880,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"2,0",32,2,Estandar,Single,0,,0,0,I.C.E. Engine,Compra,NO
ConstructionMech MOD ConstructionMech,30,Ligero,3132,275,934575,3,5,0,Inner Sphere,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2,5",40,2,Estandar,Single,1,,4,14,I.C.E. Engine,Compra,NO
ConstructionMech  ConstructionMech,30,Ligero,3132,246,1181425,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"3,0",48,2,Estandar,Single,0,,0,0,I.C.E. Engine,Compra,NO
Copper CPK-19 SecurityMech Copper,25,Ligero,2619,310,850052,4,6,0,Inner Sphere,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"5,0",80,2,Estandar,Single,0,,0,8,I.C.E. Engine,Compra,NO
Copper CPK-65 SecurityMech Copper,25,Ligero,3065,325,962114,4,6,0,Inner Sphere,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"5,0",80,2,Estandar,Single,3,,2,8,Fuel-Cell Engine,Compra,NO
'Copper' SecurityMech CPK-65 'Copper' SecurityMech,25,Ligero,3065,325,962114,4,6,0,Inner Sphere,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"5,0",80,2,Estandar,Single,3,,2,8,Fuel-Cell Engine,Compra,NO
Corvis 2 Corvis,40,Medio,3075,1455,3662613,4,6,4,Clan,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,4",134,2,Ferro Fibroso,Double,20,,14,20,Fusion Engine,Compra,NO
Corvis  Corvis,40,Medio,2845,1336,3354613,4,6,4,Clan,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,"8,4",134,2,Ferro Fibroso,Double,20,,12,22,Fusion Engine,Compra,NO
Cossack C-1FC Cossack,20,Ligero,3076,483,2480040,6,9,6,Inner Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,7",59,2,Ferro Fibroso,Single,10,,0,0,XL Engine,Compra,NO
Cossack C-SK1 Cossack,20,Ligero,3060,465,2357040,6,9,6,Inner Sphere,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,0",48,2,Estandar,Single,10,,9,23,XL Engine,Compra,NO
Cougar X 2 Cougar X,35,Ligero,3089,1335,6335850,5,8,8,Mixed,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,6",105,2,Ferro Fibroso,Double,20,,9,21,XL Engine,Compra,NO
Cougar X 3 Cougar X,35,Ligero,3093,1410,6996480,5,8,0,Mixed,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"6,6",105,2,Ferro Fibroso,Double,22,,18,25,XL Engine,Compra,NO
Cougar X Cougar,35,Ligero,3132,1516,6008475,5,8,7,Mixed,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,2",67,2,Ferro Fibroso,Double,20,,18,30,XL Engine,Compra,NO
Cougar X2 Cougar,35,Ligero,3132,1335,6335850,5,8,8,Mixed,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,6",105,2,Ferro Fibroso,Double,20,,9,21,XL Engine,Compra,NO
Cougar X3 Cougar,35,Ligero,3132,1410,6992700,5,8,0,Mixed,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"6,6",105,2,Ferro Fibroso,Double,22,,18,25,XL Engine,Compra,NO
Cougar  Cougar,35,Ligero,3058,1485,6024187,5,8,5,Clan,,2,,,,,11,2,1,3,2,,3,2,,2,,,2,4,,2,,2,,,1,,,,,,,2,,,,,,,,1,1,,,,,,,,1,,,10,"6,6",105,2,Ferro Fibroso,Double,20,,255,364,XL Engine,Compra,NO
Coyotl  Coyotl,40,Medio,2854,1974,9183416,7,11,7,Clan,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,,1,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,"8,5",136,2,Estandar,Double,20,,57,89,XL Engine,Compra,NO
Crab CRB-20 Salazar MkII Crab,50,Medio,3050,1318,4344500,5,8,0,Inner Sphere,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"10,5",168,2,Estandar,Double,30,,27,21,Fusion Engine,Compra,NO
Crab CRB-20 Salazar Crab,50,Medio,2810,1105,3900500,5,8,0,Inner Sphere,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"8,5",136,2,Estandar,Single,17,,19,21,Fusion Engine,Compra,NO
Crab CRB-20 Crab,50,Medio,2810,1143,3921875,5,8,0,Inner Sphere,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"9,0",144,2,Estandar,Single,16,,20,24,Fusion Engine,Compra,NO
Crab CRB-27 Crab,50,Medio,2719,1198,4050875,5,8,0,Inner Sphere,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"10,1",161,2,Ferro Fibroso,Single,16,,20,24,Fusion Engine,Compra,NO
Crab CRB-27b Crab,50,Medio,2719,1308,4470875,5,8,0,Inner Sphere,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"10,1",161,2,Ferro Fibroso,Double,32,,28,24,Fusion Engine,Compra,NO
Crab CRB-30 Crab,50,Medio,3062,1509,9987875,5,8,0,Inner Sphere,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"10,1",161,2,Ferro Fibroso,Double,28,,37,28,XL Engine,Compra,NO
Crab CRB-45 Crab,50,Medio,3070,1342,10665000,6,9,0,Inner Sphere,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"9,9",158,2,Ferro Fibroso,Double,30,,42,38,XL Engine,Compra,NO
Crab CRB-54 Crab,50,Medio,3150,1964,44313875,7,11,0,Inner Sphere,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,"9,9",158,2,Ferro Fibroso,Double,30,,27,28,XXL Engine,Compra,NO
Crab CRB-C Crab,50,Medio,3056,1135,4365875,5,8,0,Inner Sphere,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"10,1",161,2,Ferro Fibroso,Single,16,,17,19,Fusion Engine,Compra,NO
Cricket RWN-01 Cricket,30,Ligero,3132,1169,14551940,7,11,6,Inner Sphere,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,6",105,2,Estandar,Double,20,,20,20,XXL Engine,Compra,NO
Crimson Hawk 2 Crimson Hawk,25,Ligero,3073,1271,3259166,5,8,5,Clan,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,36,32,XL Engine,Compra,NO
Crimson Hawk 3 Crimson Hawk,25,Ligero,3075,1029,3377916,5,8,6,Clan,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,4",86,2,Ferro Fibroso,Double,20,,17,13,XL Engine,Compra,NO
Crimson Hawk 4 Crimson Hawk,25,Ligero,3099,1372,3107729,5,8,3,Clan,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,4",86,2,Ferro Fibroso,Double,20,,25,20,XL Engine,Compra,NO
Crimson Hawk  Crimson Hawk,25,Ligero,3071,1285,3134166,5,8,5,Clan,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,6",89,2,Ferro Fibroso,Double,20,,24,16,XL Engine,Compra,NO
Crimson Langur  Crimson Langur,50,Medio,3065,1952,13799375,7,11,5,Clan,,,,,,6,3,2,,5,,,2,,,,,,,,2,,,4,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,10,"10,5",168,2,Estandar,Double,20,,123,205,XL Engine,Compra,NO
Crockett CRK-5003-0 Crockett,85,Asalto,2881,1704,7400325,3,5,3,Inner Sphere,,,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,"16,4",263,2,Estandar,Single,15,,29,56,Fusion Engine,Compra,NO
